"","size","Species","DriestQPRCP","WettestMonthPRCP","DriestMonthPRCP","TotalPRCP","HottestMonthTMAX","HottestMonthTAVG","CoolestMonthTAVG","CoolestMonthTMIN","TotalAnnualTemperature","PRCP_Seasonality","HEAT_Seasonality","COOL_Seasonality","Ca","Ci"
"144",8,"Chukrasia_tabularis",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,224.777459255958
"145",8,"Chukrasia_tabularis",18,263,0,842,39.4,32.3,23.9,16.9,340,0.0213776722090261,0.095,0.0702941176470588,352.8,228.119841030073
"146",8,"Melia_azedarach",33,437,3,1466,38.3,32.2,23.4,17.7,337.4,0.0225102319236016,0.0954356846473029,0.0693538826318909,319.4,215.136390534884
"147",8,"Melia_azedarach",2,275,0,898,38.3,31,23.6,16.9,335,0.0022271714922049,0.0925373134328358,0.0704477611940299,347,224.471681397233
"148",27,"Melia_azedarach",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,221.39460552147
"149",8,"Melia_azedarach",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,223.280354701865
"150",8,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,213.299924565833
"151",8,"Melia_azedarach",33,437,3,1466,38.3,32.2,23.4,17.7,337.4,0.0225102319236016,0.0954356846473029,0.0693538826318909,319.4,195.23400059523
"152",8,"Melia_azedarach",2,275,0,898,38.3,31,23.6,16.9,335,0.0022271714922049,0.0925373134328358,0.0704477611940299,347,253.960219790014
"153",8,"Melia_azedarach",91,335,18,1418,38.2,32.1,26.2,20.1,344.7,0.0641748942172073,0.093124456048738,0.076008123005512,321.2,220.877262238005
"154",27,"Melia_azedarach",49,245,0,1204,40.1,32.8,23.4,17.3,337.8,0.0406976744186047,0.0970988750740083,0.0692717584369449,342.6,211.552665246319
"155",8,"Melia_azedarach",13,270,0,1116,37,31.3,25.1,17.2,338.6,0.0116487455197133,0.0924394565859421,0.0741287655050207,330.1,212.23860109541
"156",27,"Melia_azedarach",68,332,0,1211,38.7,31.9,24.8,18.6,338.6,0.0561519405450041,0.0942114589486119,0.0732427643236858,335.3,199.817791177104
"157",8,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,197.669592061405
"158",27,"Melia_azedarach",36,305,0,1222,39.8,33,25.2,17.4,341.6,0.0294599018003273,0.0966042154566745,0.0737704918032787,338.5,225.701448898106
"159",8,"Melia_azedarach",109,219,0,1085,39.6,33.6,23.7,15.9,344.4,0.100460829493088,0.0975609756097561,0.068815331010453,329.5,202.103099868726
"160",8,"Melia_azedarach",109,219,0,1085,39.6,33.6,23.7,15.9,344.4,0.100460829493088,0.0975609756097561,0.068815331010453,329.5,197.208824606144
"161",27,"Melia_azedarach",68,332,0,1211,38.7,31.9,24.8,18.6,338.6,0.0561519405450041,0.0942114589486119,0.0732427643236858,335.3,211.020140836684
"162",27,"Melia_azedarach",64,322,0,891,37.6,31.4,24.4,18.1,341.8,0.0718294051627385,0.0918665886483323,0.0713867758923347,357,216.057866005754
"163",8,"Melia_azedarach",49,245,0,1204,40.1,32.8,23.4,17.3,337.8,0.0406976744186047,0.0970988750740083,0.0692717584369449,342.6,222.843197877524
"164",8,"Melia_azedarach",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,236.282830403482
"165",27,"Melia_azedarach",13,270,0,1116,37,31.3,25.1,17.2,338.6,0.0116487455197133,0.0924394565859421,0.0741287655050207,330.1,207.197541314987
"166",8,"Melia_azedarach",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,212.333826252302
"167",27,"Melia_azedarach",68,332,0,1211,38.7,31.9,24.8,18.6,338.6,0.0561519405450041,0.0942114589486119,0.0732427643236858,335.3,195.468933907142
"168",8,"Melia_azedarach",6,346,0,1078,37.1,30.9,23.3,16.6,336.6,0.00556586270871985,0.0918003565062388,0.0692216280451575,322,205.45697192859
"169",27,"Melia_azedarach",36,305,0,1222,39.8,33,25.2,17.4,341.6,0.0294599018003273,0.0966042154566745,0.0737704918032787,338.5,198.170782177688
"170",8,"Melia_azedarach",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,192.760258658043
"171",27,"Melia_azedarach",87,376,0,1352,38.3,31.3,23.4,16.5,341.9,0.0643491124260355,0.0915472360339281,0.0684410646387833,312.8,194.136299681256
"172",27,"Melia_azedarach",2,275,0,898,38.3,31,23.6,16.9,335,0.0022271714922049,0.0925373134328358,0.0704477611940299,347,225.964504591977
"173",8,"Melia_azedarach",18,263,0,842,39.4,32.3,23.9,16.9,340,0.0213776722090261,0.095,0.0702941176470588,352.8,226.089634410533
"174",8,"Melia_azedarach",171,301,0,1122,37.8,31.5,24.7,16.2,342.7,0.152406417112299,0.0919171286839802,0.0720747009045813,315.8,197.408225344742
"175",27,"Melia_azedarach",27,270,0,1198,38.8,31.6,24,18.3,336.4,0.0225375626043406,0.093935790725327,0.0713436385255648,345.7,215.11705837039
"176",8,"Melia_azedarach",109,219,0,1085,39.6,33.6,23.7,15.9,344.4,0.100460829493088,0.0975609756097561,0.068815331010453,329.5,216.018754934807
"177",8,"Melia_azedarach",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,231.683972907333
"178",27,"Melia_azedarach",49,245,0,1204,40.1,32.8,23.4,17.3,337.8,0.0406976744186047,0.0970988750740083,0.0692717584369449,342.6,214.30055784326
"179",8,"Melia_azedarach",109,219,0,1085,39.6,33.6,23.7,15.9,344.4,0.100460829493088,0.0975609756097561,0.068815331010453,329.5,210.380527005199
"180",8,"Melia_azedarach",18,263,0,842,39.4,32.3,23.9,16.9,340,0.0213776722090261,0.095,0.0702941176470588,352.8,224.589342967192
"181",8,"Melia_azedarach",89,258,0,1112,38.5,31.6,24.4,18.1,337.6,0.0800359712230216,0.0936018957345972,0.0722748815165877,375.774166666667,248.202929010456
"182",27,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,204.561222449464
"183",8,"Melia_azedarach",33,437,3,1466,38.3,32.2,23.4,17.7,337.4,0.0225102319236016,0.0954356846473029,0.0693538826318909,319.4,206.11323146869
"184",27,"Melia_azedarach",17,246,0,1101,38.1,32.7,24.5,16.6,346.6,0.0154405086285195,0.0943450663589152,0.0706866705135603,327.3,206.650585221624
"185",8,"Melia_azedarach",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,221.907278064527
"186",8,"Melia_azedarach",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,220.369410291551
"187",8,"Melia_azedarach",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,226.472510886728
"188",27,"Melia_azedarach",36,305,0,1222,39.8,33,25.2,17.4,341.6,0.0294599018003273,0.0966042154566745,0.0737704918032787,338.5,204.259925455968
"189",8,"Melia_azedarach",17,246,0,1101,38.1,32.7,24.5,16.6,346.6,0.0154405086285195,0.0943450663589152,0.0706866705135603,327.3,203.644898454357
"190",27,"Melia_azedarach",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,229.317944784544
"191",8,"Melia_azedarach",76,338,0,1123,38.6,31.5,22,16.2,340.1,0.0676758682101514,0.0926198177006763,0.0646868568068215,348.8,215.345481524254
"192",8,"Melia_azedarach",6,346,0,1078,37.1,30.9,23.3,16.6,336.6,0.00556586270871985,0.0918003565062388,0.0692216280451575,322,208.533563795444
"193",8,"Melia_azedarach",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,210.077357992999
"194",8,"Melia_azedarach",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,207.509679090374
"195",27,"Melia_azedarach",19,128,0,609,39,31.9,25.3,19.7,346.2,0.0311986863711002,0.0921432697862507,0.0730791450028885,355.5,225.891322499466
"196",27,"Melia_azedarach",18,263,0,842,39.4,32.3,23.9,16.9,340,0.0213776722090261,0.095,0.0702941176470588,352.8,243.981278666335
"197",8,"Melia_azedarach",89,258,0,1112,38.5,31.6,24.4,18.1,337.6,0.0800359712230216,0.0936018957345972,0.0722748815165877,375.774166666667,230.189716348183
"198",27,"Melia_azedarach",89,258,0,1112,38.5,31.6,24.4,18.1,337.6,0.0800359712230216,0.0936018957345972,0.0722748815165877,375.774166666667,215.465051753649
"199",8,"Melia_azedarach",74,244,0,1047,38.8,31.9,24.9,18.4,343.9,0.0706781279847182,0.0927595231171852,0.0724047688281477,354,230.282262395125
"200",27,"Melia_azedarach",36,305,0,1222,39.8,33,25.2,17.4,341.6,0.0294599018003273,0.0966042154566745,0.0737704918032787,338.5,221.461213389471
"201",8,"Melia_azedarach",76,201,0,887,36.5,30.6,24.5,16.8,340.6,0.0856820744081172,0.08984145625367,0.0719318849089841,322.9,190.068739979692
"202",8,"Melia_azedarach",6,346,0,1078,37.1,30.9,23.3,16.6,336.6,0.00556586270871985,0.0918003565062388,0.0692216280451575,322,193.91803632984
"203",27,"Melia_azedarach",19,128,0,609,39,31.9,25.3,19.7,346.2,0.0311986863711002,0.0921432697862507,0.0730791450028885,355.5,228.059140338082
"204",8,"Melia_azedarach",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,219.981479661615
"205",27,"Melia_azedarach",68,332,0,1211,38.7,31.9,24.8,18.6,338.6,0.0561519405450041,0.0942114589486119,0.0732427643236858,335.3,222.432680658434
"206",8,"Melia_azedarach",109,219,0,1085,39.6,33.6,23.7,15.9,344.4,0.100460829493088,0.0975609756097561,0.068815331010453,329.5,188.952212389381
"207",27,"Melia_azedarach",89,258,0,1112,38.5,31.6,24.4,18.1,337.6,0.0800359712230216,0.0936018957345972,0.0722748815165877,375.774166666667,205.854113707278
"208",8,"Melia_azedarach",19,128,0,609,39,31.9,25.3,19.7,346.2,0.0311986863711002,0.0921432697862507,0.0730791450028885,355.5,225.795517248566
"209",27,"Melia_azedarach",26,233,0,887,38.3,31.3,24.1,17.7,335,0.0293122886133033,0.0934328358208955,0.0719402985074627,344.3,214.550212112113
"210",8,"Melia_azedarach",36,305,0,1222,39.8,33,25.2,17.4,341.6,0.0294599018003273,0.0966042154566745,0.0737704918032787,338.5,220.470685465316
"211",27,"Melia_azedarach",36,305,0,1222,39.8,33,25.2,17.4,341.6,0.0294599018003273,0.0966042154566745,0.0737704918032787,338.5,187.067356155892
"212",8,"Melia_azedarach",109,219,0,1085,39.6,33.6,23.7,15.9,344.4,0.100460829493088,0.0975609756097561,0.068815331010453,329.5,190.521380699498
"213",27,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,218.509486322423
"214",8,"Melia_azedarach",91,335,18,1418,38.2,32.1,26.2,20.1,344.7,0.0641748942172073,0.093124456048738,0.076008123005512,321.2,186.945624063152
"215",27,"Melia_azedarach",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,207.147467232703
"216",8,"Melia_azedarach",6,346,0,1078,37.1,30.9,23.3,16.6,336.6,0.00556586270871985,0.0918003565062388,0.0692216280451575,322,219.023044915449
"217",27,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,210.630584985064
"218",27,"Melia_azedarach",26,233,0,887,38.3,31.3,24.1,17.7,335,0.0293122886133033,0.0934328358208955,0.0719402985074627,344.3,204.873338520497
"219",8,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,191.246924677993
"220",27,"Melia_azedarach",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,220.192167046845
"221",8,"Melia_azedarach",27,270,0,1198,38.8,31.6,24,18.3,336.4,0.0225375626043406,0.093935790725327,0.0713436385255648,345.7,224.200461651557
"222",27,"Melia_azedarach",74,244,0,1047,38.8,31.9,24.9,18.4,343.9,0.0706781279847182,0.0927595231171852,0.0724047688281477,354,201.483651908823
"223",27,"Melia_azedarach",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,199.827322818515
"224",8,"Melia_azedarach",171,301,0,1122,37.8,31.5,24.7,16.2,342.7,0.152406417112299,0.0919171286839802,0.0720747009045813,315.8,204.992685275919
"225",27,"Melia_azedarach",26,233,0,887,38.3,31.3,24.1,17.7,335,0.0293122886133033,0.0934328358208955,0.0719402985074627,344.3,203.382857769192
"226",8,"Melia_azedarach",17,246,0,1101,38.1,32.7,24.5,16.6,346.6,0.0154405086285195,0.0943450663589152,0.0706866705135603,327.3,222.632453566798
"227",8,"Melia_azedarach",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,207.993795833127
"228",27,"Melia_azedarach",64,322,0,891,37.6,31.4,24.4,18.1,341.8,0.0718294051627385,0.0918665886483323,0.0713867758923347,357,205.919538986232
"229",8,"Melia_azedarach",26,233,0,887,38.3,31.3,24.1,17.7,335,0.0293122886133033,0.0934328358208955,0.0719402985074627,344.3,214.998501823038
"230",8,"Melia_azedarach",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,203.415547256819
"231",27,"Melia_azedarach",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,205.829450976585
"232",8,"Melia_azedarach",76,201,0,887,36.5,30.6,24.5,16.8,340.6,0.0856820744081172,0.08984145625367,0.0719318849089841,322.9,211.591033396231
"233",8,"Melia_azedarach",27,270,0,1198,38.8,31.6,24,18.3,336.4,0.0225375626043406,0.093935790725327,0.0713436385255648,345.7,229.798597301714
"234",27,"Melia_azedarach",3,297,0,1236,39.9,33.4,21.7,13.9,340,0.00242718446601942,0.0982352941176471,0.0638235294117647,318.8,193.786046311676
"235",8,"Melia_azedarach",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,202.727919812113
"236",27,"Melia_azedarach",49,245,0,1204,40.1,32.8,23.4,17.3,337.8,0.0406976744186047,0.0970988750740083,0.0692717584369449,342.6,200.548308743323
"237",8,"Melia_azedarach",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,242.534641855341
"238",27,"Melia_azedarach",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,206.033396843839
"239",8,"Melia_azedarach",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,204.218510120374
"240",27,"Toona_ciliata",18,263,0,842,39.4,32.3,23.9,16.9,340,0.0213776722090261,0.095,0.0702941176470588,352.8,209.394511021593
"241",8,"Toona_ciliata",178,411,3,996,37.6,31.4,24.6,16.4,335,0.178714859437751,0.0937313432835821,0.0734328358208955,326.2,221.808652705841
"242",27,"Toona_ciliata",2,275,0,898,38.3,31,23.6,16.9,335,0.0022271714922049,0.0925373134328358,0.0704477611940299,347,204.621960475221
"243",27,"Toona_ciliata",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,205.661430138186
"244",8,"Toona_ciliata",46,319,0,1448,39,32.2,24.8,17.6,341.5,0.031767955801105,0.094289897510981,0.0726207906295754,312.4,208.143245904779
"245",8,"Toona_ciliata",76,201,0,887,36.5,30.6,24.5,16.8,340.6,0.0856820744081172,0.08984145625367,0.0719318849089841,322.9,211.166778982212
"246",8,"Toona_ciliata",76,338,0,1123,38.6,31.5,22,16.2,340.1,0.0676758682101514,0.0926198177006763,0.0646868568068215,348.8,220.988046748319
"247",27,"Toona_ciliata",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,189.135686080304
"248",8,"Toona_ciliata",68,332,0,1211,38.7,31.9,24.8,18.6,338.6,0.0561519405450041,0.0942114589486119,0.0732427643236858,335.3,240.757394096416
"249",8,"Toona_ciliata",76,338,0,1123,38.6,31.5,22,16.2,340.1,0.0676758682101514,0.0926198177006763,0.0646868568068215,348.8,248.37842084531
"250",27,"Toona_ciliata",38,195,0,1056,38.6,32.2,24.2,16.6,336.4,0.0359848484848485,0.0957193816884661,0.0719381688466112,317.5,197.669295684734
"251",8,"Toona_ciliata",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,233.275647876106
"252",8,"Toona_ciliata",2,275,0,898,38.3,31,23.6,16.9,335,0.0022271714922049,0.0925373134328358,0.0704477611940299,347,259.342645514602
"253",8,"Toona_ciliata",171,301,0,1122,37.8,31.5,24.7,16.2,342.7,0.152406417112299,0.0919171286839802,0.0720747009045813,315.8,205.897559157345
"254",8,"Toona_ciliata",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,231.087115127434
"255",27,"Toona_ciliata",49,245,0,1204,40.1,32.8,23.4,17.3,337.8,0.0406976744186047,0.0970988750740083,0.0692717584369449,342.6,210.427614412566
"256",8,"Toona_ciliata",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,232.369815155354
"257",8,"Toona_ciliata",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,213.315747389381
"258",27,"Toona_ciliata",18,263,0,842,39.4,32.3,23.9,16.9,340,0.0213776722090261,0.095,0.0702941176470588,352.8,203.749169176991
"259",8,"Toona_ciliata",76,201,0,887,36.5,30.6,24.5,16.8,340.6,0.0856820744081172,0.08984145625367,0.0719318849089841,322.9,222.741346511018
"260",27,"Toona_ciliata",33,437,3,1466,38.3,32.2,23.4,17.7,337.4,0.0225102319236016,0.0954356846473029,0.0693538826318909,319.4,183.129524391947
"261",8,"Toona_ciliata",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,229.161729659292
"262",27,"Toona_ciliata",64,322,0,891,37.6,31.4,24.4,18.1,341.8,0.0718294051627385,0.0918665886483323,0.0713867758923347,357,192.842111523451
"263",27,"Toona_ciliata",76,338,0,1123,38.6,31.5,22,16.2,340.1,0.0676758682101514,0.0926198177006763,0.0646868568068215,348.8,207.845251790442
"264",27,"Toona_ciliata",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,182.294584692035
"265",27,"Toona_ciliata",72,258,0,1222,38.1,31.1,25,18.7,340,0.0589198036006547,0.0914705882352941,0.0735294117647059,381.904166666667,230.837259720908
"266",8,"Toona_ciliata",134,250,0,1109,37.6,31.5,23.5,15.9,339.4,0.12082957619477,0.0928108426635239,0.0692398350029464,319.9,225.520137829248
"267",27,"Toona_ciliata",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,203.276765648711
"268",8,"Toona_ciliata",154,278,0,1134,38.8,32.3,24.5,17,339,0.135802469135802,0.0952802359882006,0.0722713864306785,315.1,224.491146966106
"269",27,"Toona_ciliata",169,242,0,1303,37.4,30.4,23.9,18.4,332.9,0.129700690713738,0.0913187143286272,0.0717933313307299,362.5875,231.681261340472
"270",8,"Toona_ciliata",3,279,0,677,38.8,31.6,24.8,17.5,344.6,0.00443131462333826,0.0917005223447475,0.0719674985490424,336.7,241.291338592293
"271",8,"Toona_ciliata",2,275,0,898,38.3,31,23.6,16.9,335,0.0022271714922049,0.0925373134328358,0.0704477611940299,347,245.452157623596
"272",27,"Toona_ciliata",72,258,0,1222,38.1,31.1,25,18.7,340,0.0589198036006547,0.0914705882352941,0.0735294117647059,381.904166666667,241.493671748125
"273",27,"Toona_ciliata",76,338,0,1123,38.6,31.5,22,16.2,340.1,0.0676758682101514,0.0926198177006763,0.0646868568068215,348.8,201.337991098465
"274",8,"Toona_ciliata",6,346,0,1078,37.1,30.9,23.3,16.6,336.6,0.00556586270871985,0.0918003565062388,0.0692216280451575,322,207.101124056914
"275",8,"Toona_ciliata",154,278,0,1134,38.8,32.3,24.5,17,339,0.135802469135802,0.0952802359882006,0.0722713864306785,315.1,201.360974204609
"276",8,"Toona_ciliata",38,195,0,1056,38.6,32.2,24.2,16.6,336.4,0.0359848484848485,0.0957193816884661,0.0719381688466112,317.5,213.592343516561
"277",27,"Toona_ciliata",13,270,0,1116,37,31.3,25.1,17.2,338.6,0.0116487455197133,0.0924394565859421,0.0741287655050207,330.1,222.499134362184
"278",27,"Toona_ciliata",38,195,0,1056,38.6,32.2,24.2,16.6,336.4,0.0359848484848485,0.0957193816884661,0.0719381688466112,317.5,187.383319138846
"279",27,"Toona_ciliata",76,201,0,887,36.5,30.6,24.5,16.8,340.6,0.0856820744081172,0.08984145625367,0.0719318849089841,322.9,182.869635375742
"280",27,"Toona_ciliata",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,202.884289805685
"281",27,"Toona_ciliata",134,298,0,1548,35.2,29.4,24.3,18.6,329.7,0.08656330749354,0.089171974522293,0.0737033666969973,389.776666666667,233.037145944724
"282",8,"Toona_ciliata",171,301,0,1122,37.8,31.5,24.7,16.2,342.7,0.152406417112299,0.0919171286839802,0.0720747009045813,315.8,215.029159204354
"283",27,"Toona_ciliata",167,262,2,1229,38.3,32.6,23,16.2,338.5,0.135882831570382,0.0963072378138848,0.0679468242245199,331,210.985759397852
"284",27,"Toona_ciliata",19,128,0,609,39,31.9,25.3,19.7,346.2,0.0311986863711002,0.0921432697862507,0.0730791450028885,355.5,198.586231180983
"285",27,"Toona_ciliata",79,332,0,1629,37.7,31.4,23.9,17.9,335.6,0.0484960098219767,0.0935637663885578,0.0712157330154946,351.3,184.355359892829
"286",27,"Toona_ciliata",72,258,0,1222,38.1,31.1,25,18.7,340,0.0589198036006547,0.0914705882352941,0.0735294117647059,381.904166666667,215.630521391899
"287",8,"Toona_ciliata",91,335,18,1418,38.2,32.1,26.2,20.1,344.7,0.0641748942172073,0.093124456048738,0.076008123005512,321.2,197.06021395721
"288",27,"Toona_ciliata",68,332,0,1211,38.7,31.9,24.8,18.6,338.6,0.0561519405450041,0.0942114589486119,0.0732427643236858,335.3,203.155081749453
"289",8,"Toona_ciliata",19,293,0,1141,38.3,31.5,23.5,16.9,340.5,0.0166520595968449,0.092511013215859,0.0690161527165932,312,226.439381164576
"290",27,"Toona_ciliata",89,258,0,1112,38.5,31.6,24.4,18.1,337.6,0.0800359712230216,0.0936018957345972,0.0722748815165877,375.774166666667,225.486878443894
"291",8,"Toona_ciliata",134,298,0,1548,35.2,29.4,24.3,18.6,329.7,0.08656330749354,0.089171974522293,0.0737033666969973,389.776666666667,287.439481868142
