,Grid,LAT,LON
0,0,10.34688527401706,-85.36860824891795
1,1,10.34688527401706,-85.36870027145925
2,2,10.34688527401706,-85.36879229400056
3,3,10.34688527401706,-85.36888431654185
4,4,10.34688527401706,-85.36897633908315
5,5,10.34688527401706,-85.36906836162446
6,6,10.34688527401706,-85.36916038416575
7,7,10.34688527401706,-85.36925240670705
8,8,10.34688527401706,-85.36934442924836
9,9,10.34688527401706,-85.36943645178965
10,10,10.34688527401706,-85.36952847433095
11,11,10.34688527401706,-85.36962049687224
12,12,10.34688527401706,-85.36971251941355
13,13,10.34688527401706,-85.36980454195485
14,14,10.34688527401706,-85.36989656449614
15,15,10.34688527401706,-85.36998858703745
16,16,10.34688527401706,-85.37008060957875
17,17,10.34688527401706,-85.37017263212005
18,18,10.34688527401706,-85.37026465466136
19,19,10.34688527401706,-85.37035667720265
20,20,10.34688527401706,-85.37044869974395
21,21,10.34688527401706,-85.37054072228526
22,22,10.34688527401706,-85.37063274482655
23,23,10.34688527401706,-85.37072476736785
24,24,10.34688527401706,-85.37081678990916
25,25,10.34688527401706,-85.37090881245045
26,26,10.34688527401706,-85.37100083499175
27,27,10.34688527401706,-85.37109285753306
28,28,10.34688527401706,-85.37118488007435
29,29,10.34688527401706,-85.37127690261565
30,30,10.34688527401706,-85.37136892515696
31,31,10.34688527401706,-85.37146094769825
32,32,10.34688527401706,-85.37155297023955
33,33,10.34688527401706,-85.37164499278084
34,34,10.34688527401706,-85.37173701532215
35,35,10.34688527401706,-85.37182903786345
36,36,10.34688527401706,-85.37192106040474
37,37,10.34688527401706,-85.37201308294605
38,38,10.34688527401706,-85.37210510548735
39,39,10.34688527401706,-85.37219712802865
40,40,10.34688527401706,-85.37228915056996
41,41,10.34688527401706,-85.37238117311125
42,42,10.34679325147576,-85.36860824891795
43,43,10.34679325147576,-85.36870027145925
44,44,10.34679325147576,-85.36879229400056
45,45,10.34679325147576,-85.36888431654185
46,46,10.34679325147576,-85.36897633908315
47,47,10.34679325147576,-85.36906836162446
48,48,10.34679325147576,-85.36916038416575
49,49,10.34679325147576,-85.36925240670705
50,50,10.34679325147576,-85.36934442924836
51,51,10.34679325147576,-85.36943645178965
52,52,10.34679325147576,-85.36952847433095
53,53,10.34679325147576,-85.36962049687224
54,54,10.34679325147576,-85.36971251941355
55,55,10.34679325147576,-85.36980454195485
56,56,10.34679325147576,-85.36989656449614
57,57,10.34679325147576,-85.36998858703745
58,58,10.34679325147576,-85.37008060957875
59,59,10.34679325147576,-85.37017263212005
60,60,10.34679325147576,-85.37026465466136
61,61,10.34679325147576,-85.37035667720265
62,62,10.34679325147576,-85.37044869974395
63,63,10.34679325147576,-85.37054072228526
64,64,10.34679325147576,-85.37063274482655
65,65,10.34679325147576,-85.37072476736785
66,66,10.34679325147576,-85.37081678990916
67,67,10.34679325147576,-85.37090881245045
68,68,10.34679325147576,-85.37100083499175
69,69,10.34679325147576,-85.37109285753306
70,70,10.34679325147576,-85.37118488007435
71,71,10.34679325147576,-85.37127690261565
72,72,10.34679325147576,-85.37136892515696
73,73,10.34679325147576,-85.37146094769825
74,74,10.34679325147576,-85.37155297023955
75,75,10.34679325147576,-85.37164499278084
76,76,10.34679325147576,-85.37173701532215
77,77,10.34679325147576,-85.37182903786345
78,78,10.34679325147576,-85.37192106040474
79,79,10.34679325147576,-85.37201308294605
80,80,10.34679325147576,-85.37210510548735
81,81,10.34679325147576,-85.37219712802865
82,82,10.34679325147576,-85.37228915056996
83,83,10.34679325147576,-85.37238117311125
84,84,10.34670122893446,-85.36860824891795
85,85,10.34670122893446,-85.36870027145925
86,86,10.34670122893446,-85.36879229400056
87,87,10.34670122893446,-85.36888431654185
88,88,10.34670122893446,-85.36897633908315
89,89,10.34670122893446,-85.36906836162446
90,90,10.34670122893446,-85.36916038416575
91,91,10.34670122893446,-85.36925240670705
92,92,10.34670122893446,-85.36934442924836
93,93,10.34670122893446,-85.36943645178965
94,94,10.34670122893446,-85.36952847433095
95,95,10.34670122893446,-85.36962049687224
96,96,10.34670122893446,-85.36971251941355
97,97,10.34670122893446,-85.36980454195485
98,98,10.34670122893446,-85.36989656449614
99,99,10.34670122893446,-85.36998858703745
100,100,10.34670122893446,-85.37008060957875
101,101,10.34670122893446,-85.37017263212005
102,102,10.34670122893446,-85.37026465466136
103,103,10.34670122893446,-85.37035667720265
104,104,10.34670122893446,-85.37044869974395
105,105,10.34670122893446,-85.37054072228526
106,106,10.34670122893446,-85.37063274482655
107,107,10.34670122893446,-85.37072476736785
108,108,10.34670122893446,-85.37081678990916
109,109,10.34670122893446,-85.37090881245045
110,110,10.34670122893446,-85.37100083499175
111,111,10.34670122893446,-85.37109285753306
112,112,10.34670122893446,-85.37118488007435
113,113,10.34670122893446,-85.37127690261565
114,114,10.34670122893446,-85.37136892515696
115,115,10.34670122893446,-85.37146094769825
116,116,10.34670122893446,-85.37155297023955
117,117,10.34670122893446,-85.37164499278084
118,118,10.34670122893446,-85.37173701532215
119,119,10.34670122893446,-85.37182903786345
120,120,10.34670122893446,-85.37192106040474
121,121,10.34670122893446,-85.37201308294605
122,122,10.34670122893446,-85.37210510548735
123,123,10.34670122893446,-85.37219712802865
124,124,10.34670122893446,-85.37228915056996
125,125,10.34670122893446,-85.37238117311125
126,126,10.34660920639316,-85.36860824891795
127,127,10.34660920639316,-85.36870027145925
128,128,10.34660920639316,-85.36879229400056
129,129,10.34660920639316,-85.36888431654185
130,130,10.34660920639316,-85.36897633908315
131,131,10.34660920639316,-85.36906836162446
132,132,10.34660920639316,-85.36916038416575
133,133,10.34660920639316,-85.36925240670705
134,134,10.34660920639316,-85.36934442924836
135,135,10.34660920639316,-85.36943645178965
136,136,10.34660920639316,-85.36952847433095
137,137,10.34660920639316,-85.36962049687224
138,138,10.34660920639316,-85.36971251941355
139,139,10.34660920639316,-85.36980454195485
140,140,10.34660920639316,-85.36989656449614
141,141,10.34660920639316,-85.36998858703745
142,142,10.34660920639316,-85.37008060957875
143,143,10.34660920639316,-85.37017263212005
144,144,10.34660920639316,-85.37026465466136
145,145,10.34660920639316,-85.37035667720265
146,146,10.34660920639316,-85.37044869974395
147,147,10.34660920639316,-85.37054072228526
148,148,10.34660920639316,-85.37063274482655
149,149,10.34660920639316,-85.37072476736785
150,150,10.34660920639316,-85.37081678990916
151,151,10.34660920639316,-85.37090881245045
152,152,10.34660920639316,-85.37100083499175
153,153,10.34660920639316,-85.37109285753306
154,154,10.34660920639316,-85.37118488007435
155,155,10.34660920639316,-85.37127690261565
156,156,10.34660920639316,-85.37136892515696
157,157,10.34660920639316,-85.37146094769825
158,158,10.34660920639316,-85.37155297023955
159,159,10.34660920639316,-85.37164499278084
160,160,10.34660920639316,-85.37173701532215
161,161,10.34660920639316,-85.37182903786345
162,162,10.34660920639316,-85.37192106040474
163,163,10.34660920639316,-85.37201308294605
164,164,10.34660920639316,-85.37210510548735
165,165,10.34660920639316,-85.37219712802865
166,166,10.34660920639316,-85.37228915056996
167,167,10.34660920639316,-85.37238117311125
168,168,10.34651718385186,-85.36860824891795
169,169,10.34651718385186,-85.36870027145925
170,170,10.34651718385186,-85.36879229400056
171,171,10.34651718385186,-85.36888431654185
172,172,10.34651718385186,-85.36897633908315
173,173,10.34651718385186,-85.36906836162446
174,174,10.34651718385186,-85.36916038416575
175,175,10.34651718385186,-85.36925240670705
176,176,10.34651718385186,-85.36934442924836
177,177,10.34651718385186,-85.36943645178965
178,178,10.34651718385186,-85.36952847433095
179,179,10.34651718385186,-85.36962049687224
180,180,10.34651718385186,-85.36971251941355
181,181,10.34651718385186,-85.36980454195485
182,182,10.34651718385186,-85.36989656449614
183,183,10.34651718385186,-85.36998858703745
184,184,10.34651718385186,-85.37008060957875
185,185,10.34651718385186,-85.37017263212005
186,186,10.34651718385186,-85.37026465466136
187,187,10.34651718385186,-85.37035667720265
188,188,10.34651718385186,-85.37044869974395
189,189,10.34651718385186,-85.37054072228526
190,190,10.34651718385186,-85.37063274482655
191,191,10.34651718385186,-85.37072476736785
192,192,10.34651718385186,-85.37081678990916
193,193,10.34651718385186,-85.37090881245045
194,194,10.34651718385186,-85.37100083499175
195,195,10.34651718385186,-85.37109285753306
196,196,10.34651718385186,-85.37118488007435
197,197,10.34651718385186,-85.37127690261565
198,198,10.34651718385186,-85.37136892515696
199,199,10.34651718385186,-85.37146094769825
200,200,10.34651718385186,-85.37155297023955
201,201,10.34651718385186,-85.37164499278084
202,202,10.34651718385186,-85.37173701532215
203,203,10.34651718385186,-85.37182903786345
204,204,10.34651718385186,-85.37192106040474
205,205,10.34651718385186,-85.37201308294605
206,206,10.34651718385186,-85.37210510548735
207,207,10.34651718385186,-85.37219712802865
208,208,10.34651718385186,-85.37228915056996
209,209,10.34651718385186,-85.37238117311125
210,210,10.34642516131056,-85.36860824891795
211,211,10.34642516131056,-85.36870027145925
212,212,10.34642516131056,-85.36879229400056
213,213,10.34642516131056,-85.36888431654185
214,214,10.34642516131056,-85.36897633908315
215,215,10.34642516131056,-85.36906836162446
216,216,10.34642516131056,-85.36916038416575
217,217,10.34642516131056,-85.36925240670705
218,218,10.34642516131056,-85.36934442924836
219,219,10.34642516131056,-85.36943645178965
220,220,10.34642516131056,-85.36952847433095
221,221,10.34642516131056,-85.36962049687224
222,222,10.34642516131056,-85.36971251941355
223,223,10.34642516131056,-85.36980454195485
224,224,10.34642516131056,-85.36989656449614
225,225,10.34642516131056,-85.36998858703745
226,226,10.34642516131056,-85.37008060957875
227,227,10.34642516131056,-85.37017263212005
228,228,10.34642516131056,-85.37026465466136
229,229,10.34642516131056,-85.37035667720265
230,230,10.34642516131056,-85.37044869974395
231,231,10.34642516131056,-85.37054072228526
232,232,10.34642516131056,-85.37063274482655
233,233,10.34642516131056,-85.37072476736785
234,234,10.34642516131056,-85.37081678990916
235,235,10.34642516131056,-85.37090881245045
236,236,10.34642516131056,-85.37100083499175
237,237,10.34642516131056,-85.37109285753306
238,238,10.34642516131056,-85.37118488007435
239,239,10.34642516131056,-85.37127690261565
240,240,10.34642516131056,-85.37136892515696
241,241,10.34642516131056,-85.37146094769825
242,242,10.34642516131056,-85.37155297023955
243,243,10.34642516131056,-85.37164499278084
244,244,10.34642516131056,-85.37173701532215
245,245,10.34642516131056,-85.37182903786345
246,246,10.34642516131056,-85.37192106040474
247,247,10.34642516131056,-85.37201308294605
248,248,10.34642516131056,-85.37210510548735
249,249,10.34642516131056,-85.37219712802865
250,250,10.34642516131056,-85.37228915056996
251,251,10.34642516131056,-85.37238117311125
252,252,10.34633313876926,-85.36860824891795
253,253,10.34633313876926,-85.36870027145925
254,254,10.34633313876926,-85.36879229400056
255,255,10.34633313876926,-85.36888431654185
256,256,10.34633313876926,-85.36897633908315
257,257,10.34633313876926,-85.36906836162446
258,258,10.34633313876926,-85.36916038416575
259,259,10.34633313876926,-85.36925240670705
260,260,10.34633313876926,-85.36934442924836
261,261,10.34633313876926,-85.36943645178965
262,262,10.34633313876926,-85.36952847433095
263,263,10.34633313876926,-85.36962049687224
264,264,10.34633313876926,-85.36971251941355
265,265,10.34633313876926,-85.36980454195485
266,266,10.34633313876926,-85.36989656449614
267,267,10.34633313876926,-85.36998858703745
268,268,10.34633313876926,-85.37008060957875
269,269,10.34633313876926,-85.37017263212005
270,270,10.34633313876926,-85.37026465466136
271,271,10.34633313876926,-85.37035667720265
272,272,10.34633313876926,-85.37044869974395
273,273,10.34633313876926,-85.37054072228526
274,274,10.34633313876926,-85.37063274482655
275,275,10.34633313876926,-85.37072476736785
276,276,10.34633313876926,-85.37081678990916
277,277,10.34633313876926,-85.37090881245045
278,278,10.34633313876926,-85.37100083499175
279,279,10.34633313876926,-85.37109285753306
280,280,10.34633313876926,-85.37118488007435
281,281,10.34633313876926,-85.37127690261565
282,282,10.34633313876926,-85.37136892515696
283,283,10.34633313876926,-85.37146094769825
284,284,10.34633313876926,-85.37155297023955
285,285,10.34633313876926,-85.37164499278084
286,286,10.34633313876926,-85.37173701532215
287,287,10.34633313876926,-85.37182903786345
288,288,10.34633313876926,-85.37192106040474
289,289,10.34633313876926,-85.37201308294605
290,290,10.34633313876926,-85.37210510548735
291,291,10.34633313876926,-85.37219712802865
292,292,10.34633313876926,-85.37228915056996
293,293,10.34633313876926,-85.37238117311125
294,294,10.34624111622796,-85.36860824891795
295,295,10.34624111622796,-85.36870027145925
296,296,10.34624111622796,-85.36879229400056
297,297,10.34624111622796,-85.36888431654185
298,298,10.34624111622796,-85.36897633908315
299,299,10.34624111622796,-85.36906836162446
300,300,10.34624111622796,-85.36916038416575
301,301,10.34624111622796,-85.36925240670705
302,302,10.34624111622796,-85.36934442924836
303,303,10.34624111622796,-85.36943645178965
304,304,10.34624111622796,-85.36952847433095
305,305,10.34624111622796,-85.36962049687224
306,306,10.34624111622796,-85.36971251941355
307,307,10.34624111622796,-85.36980454195485
308,308,10.34624111622796,-85.36989656449614
309,309,10.34624111622796,-85.36998858703745
310,310,10.34624111622796,-85.37008060957875
311,311,10.34624111622796,-85.37017263212005
312,312,10.34624111622796,-85.37026465466136
313,313,10.34624111622796,-85.37035667720265
314,314,10.34624111622796,-85.37044869974395
315,315,10.34624111622796,-85.37054072228526
316,316,10.34624111622796,-85.37063274482655
317,317,10.34624111622796,-85.37072476736785
318,318,10.34624111622796,-85.37081678990916
319,319,10.34624111622796,-85.37090881245045
320,320,10.34624111622796,-85.37100083499175
321,321,10.34624111622796,-85.37109285753306
322,322,10.34624111622796,-85.37118488007435
323,323,10.34624111622796,-85.37127690261565
324,324,10.34624111622796,-85.37136892515696
325,325,10.34624111622796,-85.37146094769825
326,326,10.34624111622796,-85.37155297023955
327,327,10.34624111622796,-85.37164499278084
328,328,10.34624111622796,-85.37173701532215
329,329,10.34624111622796,-85.37182903786345
330,330,10.34624111622796,-85.37192106040474
331,331,10.34624111622796,-85.37201308294605
332,332,10.34624111622796,-85.37210510548735
333,333,10.34624111622796,-85.37219712802865
334,334,10.34624111622796,-85.37228915056996
335,335,10.34624111622796,-85.37238117311125
336,336,10.34614909368666,-85.36860824891795
337,337,10.34614909368666,-85.36870027145925
338,338,10.34614909368666,-85.36879229400056
339,339,10.34614909368666,-85.36888431654185
340,340,10.34614909368666,-85.36897633908315
341,341,10.34614909368666,-85.36906836162446
342,342,10.34614909368666,-85.36916038416575
343,343,10.34614909368666,-85.36925240670705
344,344,10.34614909368666,-85.36934442924836
345,345,10.34614909368666,-85.36943645178965
346,346,10.34614909368666,-85.36952847433095
347,347,10.34614909368666,-85.36962049687224
348,348,10.34614909368666,-85.36971251941355
349,349,10.34614909368666,-85.36980454195485
350,350,10.34614909368666,-85.36989656449614
351,351,10.34614909368666,-85.36998858703745
352,352,10.34614909368666,-85.37008060957875
353,353,10.34614909368666,-85.37017263212005
354,354,10.34614909368666,-85.37026465466136
355,355,10.34614909368666,-85.37035667720265
356,356,10.34614909368666,-85.37044869974395
357,357,10.34614909368666,-85.37054072228526
358,358,10.34614909368666,-85.37063274482655
359,359,10.34614909368666,-85.37072476736785
360,360,10.34614909368666,-85.37081678990916
361,361,10.34614909368666,-85.37090881245045
362,362,10.34614909368666,-85.37100083499175
363,363,10.34614909368666,-85.37109285753306
364,364,10.34614909368666,-85.37118488007435
365,365,10.34614909368666,-85.37127690261565
366,366,10.34614909368666,-85.37136892515696
367,367,10.34614909368666,-85.37146094769825
368,368,10.34614909368666,-85.37155297023955
369,369,10.34614909368666,-85.37164499278084
370,370,10.34614909368666,-85.37173701532215
371,371,10.34614909368666,-85.37182903786345
372,372,10.34614909368666,-85.37192106040474
373,373,10.34614909368666,-85.37201308294605
374,374,10.34614909368666,-85.37210510548735
375,375,10.34614909368666,-85.37219712802865
376,376,10.34614909368666,-85.37228915056996
377,377,10.34614909368666,-85.37238117311125
378,378,10.34605707114536,-85.36860824891795
379,379,10.34605707114536,-85.36870027145925
380,380,10.34605707114536,-85.36879229400056
381,381,10.34605707114536,-85.36888431654185
382,382,10.34605707114536,-85.36897633908315
383,383,10.34605707114536,-85.36906836162446
384,384,10.34605707114536,-85.36916038416575
385,385,10.34605707114536,-85.36925240670705
386,386,10.34605707114536,-85.36934442924836
387,387,10.34605707114536,-85.36943645178965
388,388,10.34605707114536,-85.36952847433095
389,389,10.34605707114536,-85.36962049687224
390,390,10.34605707114536,-85.36971251941355
391,391,10.34605707114536,-85.36980454195485
392,392,10.34605707114536,-85.36989656449614
393,393,10.34605707114536,-85.36998858703745
394,394,10.34605707114536,-85.37008060957875
395,395,10.34605707114536,-85.37017263212005
396,396,10.34605707114536,-85.37026465466136
397,397,10.34605707114536,-85.37035667720265
398,398,10.34605707114536,-85.37044869974395
399,399,10.34605707114536,-85.37054072228526
400,400,10.34605707114536,-85.37063274482655
401,401,10.34605707114536,-85.37072476736785
402,402,10.34605707114536,-85.37081678990916
403,403,10.34605707114536,-85.37090881245045
404,404,10.34605707114536,-85.37100083499175
405,405,10.34605707114536,-85.37109285753306
406,406,10.34605707114536,-85.37118488007435
407,407,10.34605707114536,-85.37127690261565
408,408,10.34605707114536,-85.37136892515696
409,409,10.34605707114536,-85.37146094769825
410,410,10.34605707114536,-85.37155297023955
411,411,10.34605707114536,-85.37164499278084
412,412,10.34605707114536,-85.37173701532215
413,413,10.34605707114536,-85.37182903786345
414,414,10.34605707114536,-85.37192106040474
415,415,10.34605707114536,-85.37201308294605
416,416,10.34605707114536,-85.37210510548735
417,417,10.34605707114536,-85.37219712802865
418,418,10.34605707114536,-85.37228915056996
419,419,10.34605707114536,-85.37238117311125
420,420,10.345965048604059,-85.36860824891795
421,421,10.345965048604059,-85.36870027145925
422,422,10.345965048604059,-85.36879229400056
423,423,10.345965048604059,-85.36888431654185
424,424,10.345965048604059,-85.36897633908315
425,425,10.345965048604059,-85.36906836162446
426,426,10.345965048604059,-85.36916038416575
427,427,10.345965048604059,-85.36925240670705
428,428,10.345965048604059,-85.36934442924836
429,429,10.345965048604059,-85.36943645178965
430,430,10.345965048604059,-85.36952847433095
431,431,10.345965048604059,-85.36962049687224
432,432,10.345965048604059,-85.36971251941355
433,433,10.345965048604059,-85.36980454195485
434,434,10.345965048604059,-85.36989656449614
435,435,10.345965048604059,-85.36998858703745
436,436,10.345965048604059,-85.37008060957875
437,437,10.345965048604059,-85.37017263212005
438,438,10.345965048604059,-85.37026465466136
439,439,10.345965048604059,-85.37035667720265
440,440,10.345965048604059,-85.37044869974395
441,441,10.345965048604059,-85.37054072228526
442,442,10.345965048604059,-85.37063274482655
443,443,10.345965048604059,-85.37072476736785
444,444,10.345965048604059,-85.37081678990916
445,445,10.345965048604059,-85.37090881245045
446,446,10.345965048604059,-85.37100083499175
447,447,10.345965048604059,-85.37109285753306
448,448,10.345965048604059,-85.37118488007435
449,449,10.345965048604059,-85.37127690261565
450,450,10.345965048604059,-85.37136892515696
451,451,10.345965048604059,-85.37146094769825
452,452,10.345965048604059,-85.37155297023955
453,453,10.345965048604059,-85.37164499278084
454,454,10.345965048604059,-85.37173701532215
455,455,10.345965048604059,-85.37182903786345
456,456,10.345965048604059,-85.37192106040474
457,457,10.345965048604059,-85.37201308294605
458,458,10.345965048604059,-85.37210510548735
459,459,10.345965048604059,-85.37219712802865
460,460,10.345965048604059,-85.37228915056996
461,461,10.345965048604059,-85.37238117311125
462,462,10.34587302606276,-85.36860824891795
463,463,10.34587302606276,-85.36870027145925
464,464,10.34587302606276,-85.36879229400056
465,465,10.34587302606276,-85.36888431654185
466,466,10.34587302606276,-85.36897633908315
467,467,10.34587302606276,-85.36906836162446
468,468,10.34587302606276,-85.36916038416575
469,469,10.34587302606276,-85.36925240670705
470,470,10.34587302606276,-85.36934442924836
471,471,10.34587302606276,-85.36943645178965
472,472,10.34587302606276,-85.36952847433095
473,473,10.34587302606276,-85.36962049687224
474,474,10.34587302606276,-85.36971251941355
475,475,10.34587302606276,-85.36980454195485
476,476,10.34587302606276,-85.36989656449614
477,477,10.34587302606276,-85.36998858703745
478,478,10.34587302606276,-85.37008060957875
479,479,10.34587302606276,-85.37017263212005
480,480,10.34587302606276,-85.37026465466136
481,481,10.34587302606276,-85.37035667720265
482,482,10.34587302606276,-85.37044869974395
483,483,10.34587302606276,-85.37054072228526
484,484,10.34587302606276,-85.37063274482655
485,485,10.34587302606276,-85.37072476736785
486,486,10.34587302606276,-85.37081678990916
487,487,10.34587302606276,-85.37090881245045
488,488,10.34587302606276,-85.37100083499175
489,489,10.34587302606276,-85.37109285753306
490,490,10.34587302606276,-85.37118488007435
491,491,10.34587302606276,-85.37127690261565
492,492,10.34587302606276,-85.37136892515696
493,493,10.34587302606276,-85.37146094769825
494,494,10.34587302606276,-85.37155297023955
495,495,10.34587302606276,-85.37164499278084
496,496,10.34587302606276,-85.37173701532215
497,497,10.34587302606276,-85.37182903786345
498,498,10.34587302606276,-85.37192106040474
499,499,10.34587302606276,-85.37201308294605
500,500,10.34587302606276,-85.37210510548735
501,501,10.34587302606276,-85.37219712802865
502,502,10.34587302606276,-85.37228915056996
503,503,10.34587302606276,-85.37238117311125
504,504,10.34578100352146,-85.36860824891795
505,505,10.34578100352146,-85.36870027145925
506,506,10.34578100352146,-85.36879229400056
507,507,10.34578100352146,-85.36888431654185
508,508,10.34578100352146,-85.36897633908315
509,509,10.34578100352146,-85.36906836162446
510,510,10.34578100352146,-85.36916038416575
511,511,10.34578100352146,-85.36925240670705
512,512,10.34578100352146,-85.36934442924836
513,513,10.34578100352146,-85.36943645178965
514,514,10.34578100352146,-85.36952847433095
515,515,10.34578100352146,-85.36962049687224
516,516,10.34578100352146,-85.36971251941355
517,517,10.34578100352146,-85.36980454195485
518,518,10.34578100352146,-85.36989656449614
519,519,10.34578100352146,-85.36998858703745
520,520,10.34578100352146,-85.37008060957875
521,521,10.34578100352146,-85.37017263212005
522,522,10.34578100352146,-85.37026465466136
523,523,10.34578100352146,-85.37035667720265
524,524,10.34578100352146,-85.37044869974395
525,525,10.34578100352146,-85.37054072228526
526,526,10.34578100352146,-85.37063274482655
527,527,10.34578100352146,-85.37072476736785
528,528,10.34578100352146,-85.37081678990916
529,529,10.34578100352146,-85.37090881245045
530,530,10.34578100352146,-85.37100083499175
531,531,10.34578100352146,-85.37109285753306
532,532,10.34578100352146,-85.37118488007435
533,533,10.34578100352146,-85.37127690261565
534,534,10.34578100352146,-85.37136892515696
535,535,10.34578100352146,-85.37146094769825
536,536,10.34578100352146,-85.37155297023955
537,537,10.34578100352146,-85.37164499278084
538,538,10.34578100352146,-85.37173701532215
539,539,10.34578100352146,-85.37182903786345
540,540,10.34578100352146,-85.37192106040474
541,541,10.34578100352146,-85.37201308294605
542,542,10.34578100352146,-85.37210510548735
543,543,10.34578100352146,-85.37219712802865
544,544,10.34578100352146,-85.37228915056996
545,545,10.34578100352146,-85.37238117311125
546,546,10.34568898098016,-85.36860824891795
547,547,10.34568898098016,-85.36870027145925
548,548,10.34568898098016,-85.36879229400056
549,549,10.34568898098016,-85.36888431654185
550,550,10.34568898098016,-85.36897633908315
551,551,10.34568898098016,-85.36906836162446
552,552,10.34568898098016,-85.36916038416575
553,553,10.34568898098016,-85.36925240670705
554,554,10.34568898098016,-85.36934442924836
555,555,10.34568898098016,-85.36943645178965
556,556,10.34568898098016,-85.36952847433095
557,557,10.34568898098016,-85.36962049687224
558,558,10.34568898098016,-85.36971251941355
559,559,10.34568898098016,-85.36980454195485
560,560,10.34568898098016,-85.36989656449614
561,561,10.34568898098016,-85.36998858703745
562,562,10.34568898098016,-85.37008060957875
563,563,10.34568898098016,-85.37017263212005
564,564,10.34568898098016,-85.37026465466136
565,565,10.34568898098016,-85.37035667720265
566,566,10.34568898098016,-85.37044869974395
567,567,10.34568898098016,-85.37054072228526
568,568,10.34568898098016,-85.37063274482655
569,569,10.34568898098016,-85.37072476736785
570,570,10.34568898098016,-85.37081678990916
571,571,10.34568898098016,-85.37090881245045
572,572,10.34568898098016,-85.37100083499175
573,573,10.34568898098016,-85.37109285753306
574,574,10.34568898098016,-85.37118488007435
575,575,10.34568898098016,-85.37127690261565
576,576,10.34568898098016,-85.37136892515696
577,577,10.34568898098016,-85.37146094769825
578,578,10.34568898098016,-85.37155297023955
579,579,10.34568898098016,-85.37164499278084
580,580,10.34568898098016,-85.37173701532215
581,581,10.34568898098016,-85.37182903786345
582,582,10.34568898098016,-85.37192106040474
583,583,10.34568898098016,-85.37201308294605
584,584,10.34568898098016,-85.37210510548735
585,585,10.34568898098016,-85.37219712802865
586,586,10.34568898098016,-85.37228915056996
587,587,10.34568898098016,-85.37238117311125
588,588,10.34559695843886,-85.36860824891795
589,589,10.34559695843886,-85.36870027145925
590,590,10.34559695843886,-85.36879229400056
591,591,10.34559695843886,-85.36888431654185
592,592,10.34559695843886,-85.36897633908315
593,593,10.34559695843886,-85.36906836162446
594,594,10.34559695843886,-85.36916038416575
595,595,10.34559695843886,-85.36925240670705
596,596,10.34559695843886,-85.36934442924836
597,597,10.34559695843886,-85.36943645178965
598,598,10.34559695843886,-85.36952847433095
599,599,10.34559695843886,-85.36962049687224
600,600,10.34559695843886,-85.36971251941355
601,601,10.34559695843886,-85.36980454195485
602,602,10.34559695843886,-85.36989656449614
603,603,10.34559695843886,-85.36998858703745
604,604,10.34559695843886,-85.37008060957875
